ticker
AMKR
BTSG
ENSG
AHR
WTRG
DAR
PLXS
EGP
CMC
AVT
FR
ALKS
EMN
BROS
IDCC
KMX
NNN
FDS
CORT
MANH
RAL
ARWR
CNH
HXL
UHS
ECG
ORI
LUMN
ARE
EXP
TTEK
SNEX
POOL
CROX
ATR
WAL
TTD
SFM
DPZ
DOCN
GTLS
RHP
COKE
KEX
LSTR
ADC
AAON
AXTA
M
GVA
TMHC
TAP
JHG
LEA
CBSH
MYRG
KLIC
MGM
CART
ONB
IDA
FSS
THG
CHRD
VSH
MTG
ST
CRBG
AOS
HRL
UGI
LKQ
HLI
NOV
PTGX
FAF
MOS
AMG
STAG
REXR
WH
AGCO
LNTH
AWI
NPO
SLAB
MHK
EAT
HR
ULS
MIDD
ACA
CNO
CHE
NFG
FOX
AM
LW
BYD
MATX
CAVA
HSIC
PB
HWC
JXN
AVTR
CAG
HQY
PTCT
TNL
CVCO
RGEN
TRNO
INGR
ALK
KNSL
SM
ENPH
BAH
FNB
VICR
KRG
MSGS
ESNT
LNC
CVLT
VSXY
HIMS
CNM
JBTM
VNO
WFRD
RYN
CZR
GKOS
MXL
GNTX
FND
ERIE
ENVA
OZK
PAYC
ORA
SAIC
GATX
BRKR
FTDR
VLY
GXO
NEU
MTH
CHDN
TFX
WEX
SKY
CVSA
BC
MSA
RDN
UMBF
ACI
TREX
CWST
FBIN
MAC
ESAB
ZWS
MRCY
VFC
UFPI
MTDR
ACLS
FBP
SON
VVV
IRDM
AN
MSM
ACIW
MTN
BCPC
NXST
SIGI
UBSI
SLM
KBH
SXT
CNX
WSC
CLF
AX
MWA
GTES
CBT
STWD
ACMR
NJR
NOVT
BIO
MUR
FHI
TEX
LPX
HRB
BBWI
DVA
SIRI
INDV
TCBI
BF.B
ABCB
IBP
PECO
MGY
SYNA
PRIM
MP
OPLN
BDC
G
CE
BGC
ASB
SXI
MAT
TXNM
NE
GBCI
DUOL
SKYW
POR
AZZ
KNF
BKH
SWX
BCO
URBN
HOMB
WING
FFIN
TGTX
REZI
CPB
KBR
PLNT
FCN
PIPR
RLI
AIR
MTRN
VAL
GFF
CATY
POST
CNR
GPI
BFH
PBF
EPAM
ANF
CLSK
AVAV
LGND
BKU
GAP
MDU
RUSHA
EPR
MC
MKTX
VCYT
EXLS
CTRE
VNT
CUZ
DIOD
LOPE
POWI
PVH
SIG
FELE
GNW
ASO
IBOC
CWEN
OGS
BRC
AROC
HASI
PATH
LIVN
UCTT
CELH
SKT
SR
HGV
DAN
BSY
NVST
SBRA
AGO
ALGM
PAG
PCTY
OLLI
LBRT
CDP
MORN
VSAT
PSMT
THO
GEO
PII
ARCB
FULT
ATMU
WSFS
UNF
BMI
EXTR
CXW
SFBS
MRP
PHIN
IRT
DORM
NWE
OPCH
TDS
YETI
BNL
BOOT
VCTR
OLED
VSNT
SARO
ABG
WMG
FHB
AAP
KFY
OTTR
BFAM
KRC
KN
CNK
OII
QLYS
EPRT
KAI
HP
MHO
OUT
BOX
KTB
VECO
SLGN
RYAN
CSW
IPGP
ELF
RELY
CVBF
FLG
COCO
APLE
PJT
MMSI
HAE
DBX
MMS
INSW
CBU
VAC
LRN
FUL
WDFC
CRC
HWKN
SLG
OSIS
BOH
NWS
DAVE
BHF
MIR
VC
EEFT
OGN
NSA
ASH
FIBK
ALHC
CC
ITRI
RHI
PK
UFPT
CAKE
MARA
TDC
AUB
WHD
HCC
GPK
CAR
SHOO
ADT
INDB
FRPT
HOG
NSIT
CHWY
APPF
DLB
CHH
BILL
BHE
VNOM
TBBK
RUN
CPRX
TDW
HIW
PTEN
GHC
AMTM
AVNT
PENN
VGNT
YOU
TRMK
UCB
GOLF
BXMT
BCC
MCY
CALM
PPLI
AEO
FFBC
RRR
ADEA
AVA
PBI
KGS
KALU
NATL
NGVT
ITGR
TRN
LXP
WAFD
SMG
EXPO
ABM
AMRX
WU
UNFI
NTCT
FOUR
KMT
CASH
DBD
ACAD
AWR
HUBG
NHC
MGEE
OSW
BANC
QTWO
ECPG
UE
ROG
CARG
DRH
RNG
PARR
SFNC
PRK
ICUI
COHU
PEGA
DXPE
RXO
SEDG
SEZL
CON
RNST
CUBI
HLNE
PLMR
BTU
LCII
MTX
PATK
OLN
WLK
TMDX
VIRT
CURB
CWT
RDNT
DOCS
NMIH
PLUS
BBT
RAMP
SHO
SUPN
MPT
RH
APAM
WRLD
PBH
PEB
NBTB
PRVA
XHR
PRDO
PTON
WERN
EPAC
OFG
PI
XRAY
ANDE
TILE
HTH
ACHC
HE
PENG
AIN
CWK
CPRI
PRLB
CENX
IOSP
PGNY
CXT
STEP
JOE
CHCO
CHEF
CTS
HTO
CPK
WAY
ATEN
KWR
BANR
NWL
CENTA
MD
WT
WHR
GRBK
DGII
KSS
KD
FCF
AMR
MBC
CALX
AKR
PLAB
HAYW
SPNT
COLM
SAM
ZD
AAMI
HMN
CNS
WOR
PDFS
SHAK
WLY
WKC
VRTS
STRA
VCEL
BANF
NPK
CALY
LZB
MCRI
UTI
FCPT
DEI
STBA
ALRM
PSKY
ALG
PFS
ICHR
SPSC
CRGY
KNTK
HLIT
CRI
LFST
SHC
SAH
MAN
SBH
ADNT
MZTI
SONO
SEM
GT
HOPE
JBLU
HCSG
VSTS
NWBI
NWN
EZPW
IPAR
DFH
HNI
PSN
AGYS
GIII
ALGT
NEOG
SBCF
LKFN
NBHC
FTRE
GBX
DXC
EVTC
EIG
NEO
LTC
WD
STC
SRPT
BJRI
CCS
SCSC
IIPR
PRA
OMCL
LEG
ADMA
LMAT
JBGS
PFBC
KMPR
PAYO
LNN
TNC
OI
ADUS
INVA
RCUS
TFIN
NOG
FMC
MBIN
EPC
EYE
FLO
PRGS
UNIT
WWW
REYN
WEN
AZTA
SCHL
WABC
ROCK
YELP
WS
DCOM
PPC
AMN
GEF
BL
CRVL
PRGO
SLVM
LPG
ARI
PRKS
BLKB
ENR
SNDR
DV
STAA
TRIP
FA
BKE
GTY
NSSC
PZZA
DFIN
ACT
NSP
FBK
HCI
IART
ASTE
APOG
CPF
CRK
HLX
AAT
TMP
SAFT
WINA
AVNS
UAA
DLX
FUN
SBSI
JJSF
VTOL
THRM
MLKN
CBRL
UA
INSP
STEL
GSHD
CFFN
SMPL
PRG
UPWK
PCRX
HAFC
DNOW
CNXC
CNMD
PMT
UVV
LQDT
GNL
VYX
TRST
ARLO
ASTH
FBNC
LGIH
AHCO
FG
AESI
TWO
AOSL
HFWA
FDP
EGBN
MRTN
USPH
FIZZ
SCL
ABR
CNXN
TNDM
PRSU
HRMY
EFOR
MSEX
WGO
UFCS
INVX
MATW
XNCR
HSTM
SDGR
ENOV
WSR
BLFS
AORT
UPBD
CVI
ADAM
UTL
GTM
VIR
MMI
KOP
GO
AMPH
TR
EFC
QDEL
HTLD
TRUP
SHEN
FOXF
DEA
LZ
QNST
HZO
BFS
VRRM
CENT
SMP
NX
COTY
TALO
CCOI
CERT
SABR
DCH
RWT
XPEL
AMSF
JBSS
SAFE
CXM
ANIP
PAHC
NAVI
NXRT
REX
CLB
MTUS
CSR
HTZ
RES
ARR
COLL
AGNT
FBRT
GDYN
SSTK
CRSR
NABL
VSEC
LTH
LYFT
RITM
LAUR
SPHR
LIF
LQDA
EBC
LAZ
WSBC
RSI
WRBY
IVT
NIC
USLM
